"reported_date_time","summary"
2021-10-15 23:35:00,"Orange glowing circles slowly synchronize in a circle motion and a black hole forms"
2021-10-10 23:13:00,"Floating object that disappeared"
2021-10-03 17:28:00,"Floating or Hovering Being"
2021-10-03 18:00:00,"Hovering object along commercial airline flight path"
2021-10-01 01:45:00,"Straight light 60 foot long witness two police"
2021-09-27 23:30:00,"orange streaks in Princeton WV"
2021-09-19 03:00:00,"Dot in sky circling one area"
2021-09-18 07:30:00,"Physical event witnessed by multiple people"
2021-09-13 23:30:00,"Concave object with lights, slowly moving southbound."
2021-09-08 22:30:00,"We stopped at a wayside rest on the Scenic Highway heading back towards Duluth. We were sitting on top of this cliff watching the lake"
2021-09-08 21:30:00,"We stopped at a wayside rest on the Scenic Highway heading back towards Duluth. We were sitting on top of this cliff watching the lake"
2021-09-05 00:20:00,"it was the 2 gray holes in the sky not clouds cause there was not a cloud in the sky."
2021-09-01 23:52:00,"Three Tic-Tac UFOs flying over UPS"
2021-08-30 11:45:00,"Looking toward Western sky, my sister and I watched an object with a bright, white light at the head and a smaller, white light at the"
2021-08-29 00:30:00,"Brilliant Illumination fixed spot in sky, did not move, then dissipated"
2021-08-28 23:00:00,"Object that looked like an upside down key flying across sky"
2021-08-18 16:00:00,"Got it on video , ufo flying in speed unknown to human"
2021-08-14 05:00:00,"Fleet of fast moving and zig zagging ""crafts"""
2021-08-11 02:30:00,"Two bird like objects, a large triangular object, quick flashing white lights, & orange orbs in the sky over North Myrtle Beach."
2021-08-10 18:00:00,"It was early afternoon, We were moving.  I was sitting in a chair looking up at the sky when I noticed something moving. It was translu"
2021-08-08 16:00:00,"Color changing sphere and UAP traveling from triangular ship"
2021-08-04 03:30:00,"Single light moving overhead in Palmdale,Ca performs a U turn then stops"
2021-08-01 07:25:00,"Unknown object near my home"
2021-07-31 21:00:00,"I was out with a group of friends during the day in Carlsbad, CA. Its hard to describe on paper, I was siting down at a restaurant an"
2021-07-31 01:20:00,"Saw ufo in the sky and filmed until it disappeared."
2021-07-31 03:00:00,"Was taking storm photos, and never saw objects, till reviewing photos I noticed a streek in the sky, not lightning, and then two green"
2021-07-23 03:15:00,"I saw a very brightly lit, white object, roughly the shape of an airplane, but with no visible wings or rotor, moving southward."
2021-07-22 08:55:00,"Saw like a helicopter type thing going low over I-5 but I really couldn't tell if it was a helicopter, that is why I'm saying a helicop"
2021-07-21 05:30:00,"ISS bracketed by 4 moving objects that looked like regular stars.."
2021-07-19 03:00:00,"A long flickering shape went across the sky slowly and as it got out of view other lights started to appear closer than the original"
2021-07-18 00:30:00,"1 blue line, 2 red glowing domes.  Almost transparent entities (dim direct light behind them, illuminated by direct light above them.)"
2021-07-10 16:00:00,"Black object hovering in daytime sky"
2021-07-10 05:59:00,"It flew right in front of me and disappeared"
2021-07-07 20:40:00,"July 7 2010, About 4:00 Pm Tacoma Wa.

White silk sheet looking thing flapping in the wind, but moving through the sky using a swimmi"
2021-07-06 22:00:00,"UFO report  Hello, I have seen several UFOs over the past few days. I typically use my energy to call them in. They come and I just tak"
2021-07-06 03:00:00,"Single white unidentified object detected in residential area."
2021-07-04 11:30:00,"Large White Aircraft Seeing Over Burbank"
2021-07-03 22:40:00,"Port Angeles wa 3 objects in sky"
2021-06-29 03:11:00,"H SHAPE CRAFT SEEN BY EDISON NJ"
2021-06-23 19:15:00,"Observed an unknown object flying over a cloud that resembled a helicopter with no rotors."
2021-06-13 17:36:00,"Georgetown Bridge P Street and 23er Street NW"
2021-06-08 16:17:00,"Driving home from work. I saw four bright lights hovering in the sky. As i make the turn into my home the craft slowly started to drift"
2021-06-06 00:30:00,"Three red dots, triangle formation"
2021-06-05 13:00:00,"I was at work yesterday. I am a farmer. I seen in the distance over the 25highway heading north. At first a massive cube shaped object"
2021-06-05 02:15:00,"Clear night. I was walking my pet in a stroller through the Outflow Campground in Confluence, PA at 10:15 p.m.  I was walking north whe"
2021-05-27 16:26:00,"Flat horizontal lights rotating"
2021-05-27 04:30:00,"Recorded 5 seconds of long string of lights in the sky and then disappeared.  ((Starlink satellitessa??))"
2021-05-27 04:15:00,"A noiseless cluster of bright lights packed in a tight line formation passed overhead and disappeared suddenly.((Starlink satellites))"
2021-05-26,"i was flying my drone at 1000 feet....i looked up at my drone and these 2 black squares flew right across the sky and over my drone,  i"
2021-05-22 16:46:00,"Was finishing at the park next to river before heading out it first was a string of lights with lights going circular and one came out"
2021-05-21 03:00:00,"What looked like a meteor[ite] stopped in mid-air and grew in size/brightness, then changed and moved away in reverse."
2021-05-19 18:30:00,"Im no stranger to flying things but yesterday was very interestingly unusual. Attached is a drawing and thats how close it was I coul"
2021-05-17 07:20:00,"What looked to be a sparkling contrail was actually a massive illuminated ship that crossed the sky."
2021-05-17 07:20:00,"We were facing North(towards Alturas with the Sierra Nevada Mountains to our back). A ""string"" of 20 to 25 lights, moving fro"
2021-05-17,"metallic craft at high altitude with no contrail,obviuosly not an aerodynamic craft"
2021-05-16 22:30:00,"Black object effortlessly floated without the use of wings or engine."
2021-05-16 05:37:00,"Linear white lights on object slowly floating in sky..like nothing I have ever seen before. Inexplicable."
2021-05-11 02:00:00,"String of lights"
2021-05-06 05:04:00,"I was walking down by the lake and saw this long what looked like a contrail left by a jet airplane but all lights it was the weirdest"
2021-05-05 04:30:00,"White unblinking lights in long line, straight formation, no sound, slow steady speed in straight line moving west to east"
2021-05-05 04:24:00,"On 5/24/21 just after dusk, with last light on a cloudless Western sky, I was taking my dog on our nightly walk around my neighborhood,"
2021-05-03 02:50:00,"Tall being disappeared and at night I woke from sleep in pain."
2021-05-01 12:45:00,"Metal object in daylight sky very slow moving"
2021-05-01 00:45:00,"I was out flying a drone in the field and heard this rumbling but not very loud but started feeling the rumbling more than heard looked"
2021-04-27 19:31:00,"My husband saw a sparkle in the sky and thought it was a balloon.  I thought it was too high up and big to be a balloon so I grabbed my"
2021-04-26 10:21:00,"Fast moving light seen in early morning sky of Fort myers, Florida."
2021-04-18 21:52:00,"My girlfriend and I were seated on her 15th floor balcony facing due west towards the adjacent intracoastal waterway.

 At approximat"
2021-04-16 03:00:00,"crescent moon shaped object that changed shape and disappeared."
2021-04-12 01:35:00,"Orbital object over N. Alabama that twice came to stop and made sudden course corrections"
2021-04-08 02:02:00,"A very long string of white lights appearing to be of the same enormous object configured in a line.  ((Starlink satellites??))"
2021-04-07 21:42:00,"Three Spheres connected by a tic tac shaped craft"
2021-04-07 14:10:00,"I was outside on my porch when I saw a string of 50 lights or so crossing over the sky from the northeast.   ((Starlink satellites??))"
2021-04-07 11:45:00,"Spotlight appeared on the ground and settled on me but as I escaped it disappeared."
2021-04-05 00:07:00,"Round reflective object flying slowly East to West over Longwood, FL at sunset"
2021-04-04 04:15:00,"a formation of four or five lights in a single line parallel to the ground forming one apparent craft"
2021-03-28,"I saw two objects that were silently ""tumbling"" end over end."
2021-03-21 17:00:00,"The floating object appeared South of my location the sun directly overhead on a cloudless sky . No trees to block vision , not looking"
2021-03-19 20:00:00,"SIGHTING IN TAMPA, FL  03/19/2021."
2021-03-18 01:20:00,"Lights with fired object from larger craft"
2021-03-12 03:00:00,"Orange curves ribbon,(like the ribbon of Star Trek Generations movie.) Going West to East,(following I-90, my own sense of direction.)A"
2021-03-11 12:03:00,"Long needle like object in eastern sky"
2021-03-06 22:55:00,"Ufo spotted over Mckees Rocks Pennsylvania"
2021-03-06 04:00:00,"I witnessed a flying object, flying relatively low & slow, with 4 perfectly squared lights marking the corners. The bottom center had a"
2021-03-03 03:30:00,"I had just gotten my children out of our minivan. I was holding my 2year old, and following my 5 year old. Looking ahead of the sidewal"
2021-02-26 14:00:00,"On 2/26/21 I saw what looked like 2 suns coming up. I am not sure if it is reflection or real. The same day as the UFO sighting I captu"
2021-02-17 13:25:00,"Two sets of long string of lights"
2021-02-15 11:55:00,"I witnessed a straight line of white lights almost directly above me. They were equally spaced...about 12-15 ((Starlink satellites??))"
2021-02-14 13:30:00,"Straight  line of evenly spaced lights moving slowly R -L  ((Starlink satellites??))"
2021-02-14 01:53:00,"The sky lights up along the horizon,light flashes numerous times. Tonight it happened for seven minutes.

This is not the only time i"
2021-02-13 02:00:00,"A flame in the sky"
2021-01-31,"Massive wide U shaped translucent object with 20 - 30 dim lights heading SW"
2021-01-30 10:36:00,"Odd objects flying at the same pace in no particular formation"
2021-01-30 01:08:00,"Big orange / red light in northwest sky in Rockwell NC USA"
2021-01-23 21:45:00,"Small, shiny object changing colors oddly moving in NYC sky"
2021-01-20 22:15:00,"Odd shaped ship under the Moon."
2021-01-20 21:58:00,"Broad daylight. Sunny day, partly cloudy. Exited my home and shortly after noticed a silver/metallic like object floating in the sky. I"
2021-01-18 11:47:00,"We went to home depot at 5 o'clock while in the store my 12 year old son was in the car with my wife and two other kids as my son start"
2021-01-18 04:00:00,"I saw a white streak of light with what looked like a ball of white fire in the front for maybe 5 seconds. It arched upward and then fl"
2021-01-18 03:27:00,"UFO slow moving long snake shape in purple gray color seen in Lathrop sky at 7:27pm 01/17/2021"
2021-01-17 13:30:00,"like standing under the hull of an aircraft carrier that is broadside to you"
2021-01-10 01:30:00,"Slow moving, low UFO seen in Medina, OH 01/09/21"
2021-01-06 01:00:00,"3 objects with bright flashing orange lights"
2021-01-01 03:00:00,"Morro bay orbs New Years Eve2020"
2021-12-29 02:45:00,"Orange oval, like a blowtorch the way it glowed. Lower than a plane, smaller than a helicopter. Slow moving."
